"x","y","true_label","db_label","km_label","disco_db","disco_km"
660.976,304.225,0,1,4,0.55989585422436,0.0880275017610507
636.213,306.174,0,1,4,0.43219792322396,0.0679506789712255
662.753,307.565,0,1,4,0.562296204073559,0.08840488766056
657.487,307.74,0,1,4,0.562841129641446,0.0884905615158394
635.273,308.157,0,1,4,0.507195009947175,0.0797418114359366
640.484,309.592,0,1,4,0.485565588868725,0.0763412077563267
660.523,309.613,0,1,4,0.562841129641446,0.0884905615158394
658.759,312.594,0,1,4,0.55989585422436,0.0880275017610507
674.821,315.093,0,1,4,0.417516335103042,0.0656424219723251
649.17,316.174,0,1,4,0.512168957741046,0.0805238215095605
631.858,316.908,0,1,4,0.571812574773482,0.0899010629442773
673.506,317.648,0,1,4,0.511480547855568,0.0804155888767442
637.439,318.289,0,1,4,0.597574667399038,0.0939514102309279
644.003,320.565,0,1,4,0.595374311300357,0.0936054675901849
622.679,320.843,0,1,4,0.477048397568369,0.0750021246634005
655.504,320.916,0,1,4,0.559298340721489,0.0879335599671814
626.318,321.78,0,1,4,0.585588771202534,0.0920669731689549
633.245,322.492,0,1,4,0.598625934381096,0.094116691694286
678.36,323.472,0,1,4,0.562328511589392,0.0884099670871798
637.081,323.619,0,1,4,0.593506743930953,0.0933118463949939
653.079,324.434,0,1,4,0.590955718776741,0.0929107711422302
639.035,324.523,0,1,4,0.598625934381096,0.094116691694286
680.978,324.669,0,1,4,0.575162604857434,0.0904277587161596
644.647,325.905,0,1,4,0.599280663660514,0.0942196290215805
652.268,326.389,0,1,4,0.594854197419382,0.0935236946582571
665.755,327.567,0,1,4,0.591936261253074,0.0930649332134639
675.27,327.608,0,1,4,0.575162604857434,0.0904277587161596
631.213,327.95,0,1,4,0.585588771202534,0.0920669731689549
643.6,328.542,0,1,4,0.598950012056205,0.0941676435773928
668.535,329.06,0,1,4,0.592005969553282,0.0930758928365307
658.985,329.159,0,1,4,0.590955718776741,0.0929107711422302
651.423,329.337,0,1,4,0.59959678113574,0.0942693293924557
646.127,329.862,0,1,4,0.59959678113574,0.0942693293924557
683.672,330.534,0,1,4,0.56051294298752,0.0881245212009633
666.442,331.637,0,1,4,0.59220397395237,0.0931070233270643
682.478,331.858,0,1,4,0.549930076786041,0.0864606702076778
640.783,333.145,0,1,4,0.598187892607077,0.0940478222380414
649.948,333.168,0,1,4,0.594263884597116,0.0934308849640808
663.551,333.265,0,1,4,0.59220397395237,0.0931070233270643
624.463,333.342,0,1,4,0.56322315606258,0.0885506241707168
645.513,334.213,0,1,4,0.599421469198652,0.0942417666381788
632.527,334.935,0,1,4,0.573312242971596,0.0901368425878568
639.959,335.242,0,1,4,0.592571841039522,0.0931648598343666
670.422,336.607,0,1,4,0.568281952664117,0.08934597427626
647.217,340.107,0,1,4,0.592441022639749,0.0931442924077113
685.94,340.389,0,1,4,0.516864663405011,0.0812620860198012
620.777,341.34,0,1,4,0.575682460590484,0.0905094910617574
618.936,341.409,0,1,4,0.573295214654566,0.090134165375306
679.985,341.547,0,1,4,0.520923998953825,0.0819002996527034
627.324,341.603,0,1,4,0.576273258057335,0.0906023769523409
639.416,342.035,0,1,4,0.58236381301816,0.0915599413520315
622.928,342.459,0,1,4,0.576743315606745,0.0906762799674227
662.056,342.529,0,1,4,0.554136699406409,0.0871220404916844
676.484,342.75,0,1,4,0.544861624342382,0.0856638019989845
