"x","y","true_label","db_label","km_label","disco_db","disco_km"
563.225,56.748,0,0,3,0.259612081605877,0.0645239994932974
564.887,58.119,0,0,3,0.351461276534108,0.0793811824167017
565.434,68.061,0,0,3,0.3871548329097,0.0851548388616314
565.926,79.953,0,0,3,0.316879360226631,0.0737873407197384
566.762,69.405,0,0,3,0.399970449861745,0.0872278452225647
567.99,81.669,0,0,3,0.372117955178459,0.0827225296484208
569.194,62.483,0,0,3,0.399970449861745,0.0872278452225647
569.791,55.458,0,0,3,0.403735825833702,0.0878369183846586
570.576,73.136,0,0,3,0.391064972078151,0.0857873283780286
572.167,73.306,0,0,3,0.3871548329097,0.0851548388616314
573.101,47.248,0,0,3,0.388404456516528,0.0853569733117652
573.649,88.769,0,0,3,0.13531116839988,0.0444175477547635
575.847,55.477,0,0,3,0.405299363713853,0.0880898304358886
576.019,55.179,0,0,3,0.40553687662319,0.0881282496375311
576.686,66.819,0,0,3,0.382804821266856,0.0844511972157013
577.379,44.799,0,0,3,0.405510359974232,0.0881239604033752
577.513,51.055,0,0,3,0.40553687662319,0.0881282496375311
578.727,80.574,0,0,3,0.360402079924616,0.0808274133995508
579.476,39.921,0,0,3,0.364533724468792,0.0814957327987056
580.633,44.737,0,0,3,0.394456661919381,0.0863359554664862
581.278,65.616,0,0,3,0.271693017940251,0.06647816665988
582.023,54.002,0,0,3,0.405299363713853,0.0880898304358886
583.593,76.708,0,0,3,0.365160763474494,0.0815971602877011
583.796,79.86,0,0,3,0.384284617578294,0.0846905635433603
584.366,53.483,0,0,3,0.400426023042741,0.0873015370397913
586.459,59.779,0,0,3,0.392833200947712,0.086073350479649
587.023,85.774,0,0,3,0.368127079305661,0.0820769804640966
587.679,71.899,0,0,3,0.394054689878359,0.0862709339695829
588.232,39.995,0,0,3,0.379717133477789,0.0839517443644445
588.672,51.99,0,0,3,0.390314001591889,0.0856658541953407
589.312,38.724,0,0,3,0.318198023417566,0.0740006427552912
591.027,44.019,0,0,3,0.326117409115388,0.0752816530248474
591.4,91.172,0,0,3,0.380903161735557,0.0841435918682988
592.217,89.381,0,0,3,0.402414225062456,0.0876231411770803
593.16,66.805,0,0,3,0.382786212030877,0.0844481870551525
594.063,66.893,0,0,3,0.387483449153903,0.0852079945986584
594.76,74.765,0,0,3,0.396154264600957,0.0866105533395662
595.356,80.827,0,0,3,0.408477513969281,0.0886039161580315
595.79,75.361,0,0,3,0.392548592011103,0.0860273132004316
596.355,83.586,0,0,3,0.407776025817515,0.0884904460530671
596.668,86.122,0,0,3,0.409134648574951,0.0887102117989395
598.529,58.733,0,0,3,0.365122294319681,0.0815909376608136
599.626,59.223,0,0,3,0.371021667103083,0.0825451981814947
600.848,85.828,0,0,3,0.409134648574951,0.0887102117989395
601.795,80.356,0,0,3,0.407602889214591,0.0884624401224504
602.177,43.649,0,-1,3,-0.271926403953888,0.041595448228373
603.088,68.333,0,0,3,0.384005069448334,0.0846453448813352
604.009,86.323,0,0,3,0.407602889214591,0.0884624401224504
605.044,65.636,0,0,3,0.389656214660556,0.0855594530366686
605.162,87.564,0,0,3,0.395670994214577,0.0865323813257833
605.689,81.98,0,0,3,0.408265244739723,0.0885695802798018
606.666,65.305,0,0,3,0.391847918696409,0.0859139749004706
609.273,46.702,0,-1,3,-0.147480659626275,0.0161178833508842
609.805,79.983,0,0,3,0.38820038726795,0.0853239638318503
610.426,66.076,0,0,3,0.391847918696409,0.0859139749004706
611.214,67.693,0,0,3,0.391514976973884,0.0858601194902159
612.12,50.623,0,-1,3,-0.17837190912955,0.0229328289731347
612.611,80.34,0,0,3,0.322792701491768,0.0747438607298845
615.622,67.058,0,0,3,0.379546358777812,0.0839241204864319
616.511,69.774,0,0,3,0.303157340470418,0.0715677180245596
185.148,187.84,1,1,0,0.219568946933077,-0.130254738486982
186.379,210.891,1,-1,0,0.0665019135648844,-0.120706208863978
190.146,203.939,1,1,0,0.336742877012626,-0.115238178207896
192.725,200.574,1,1,0,0.448011498122273,-0.100753532569599
193.58,191.945,1,1,0,0.459917513686039,-0.0991910500899891
196.524,209.577,1,1,0,0.335655222477408,-0.11537896656162
198.153,194.02,1,1,0,0.464909747549717,-0.0985342788772265
199.639,189.935,1,1,0,0.45902980417868,-0.0993077356927108
200.871,193.293,1,1,0,0.465332298362212,-0.0984786447275821
202.992,198.882,1,1,0,0.462703248483087,-0.098824680829434
206.631,195.446,1,1,0,0.465332298362212,-0.0984786447275821
208.041,192.715,1,1,0,0.462703248483087,-0.098824680829434
209.812,189.853,1,1,0,0.452491617888072,-0.100166221841874
211.981,200.95,1,1,0,0.457366582277133,-0.0995262777107831
214.217,207.195,1,1,0,0.395583560623314,-0.107569900125041
216.775,196.353,1,1,0,0.455055255746688,-0.0998298025626695
218.926,212.944,1,-1,0,-0.267479375880813,-0.124028081964598
220.754,190.068,1,1,0,0.463123076317198,-0.0987694408250495
221.351,191.195,1,1,0,0.463123076317198,-0.0987694408250495
222.246,185.421,1,1,0,0.348477636880302,-0.113715688730846
223.856,211.078,1,1,0,0.426678803357112,-0.103539607826824
224.959,201.679,1,1,0,0.448192371350061,-0.100729836272229
226.243,191.191,1,1,0,0.462338807737397,-0.0988726276346844
227.497,199.323,1,1,0,0.461144860225524,-0.0990296708516886
232.63,208.815,1,1,0,0.42323445419038,-0.103987826003989
233.817,198.346,1,1,0,0.425587580116474,-0.10368165881979
236.097,201.321,1,1,0,0.461144860225524,-0.0990296708516886
241.224,206.679,1,1,0,0.461039851800266,-0.0990434802814201
242.439,191.389,1,-1,0,-0.399416419158462,-0.108800836764371
244.763,189.957,1,1,0,0.348485559989935,-0.113714658535467
245.674,206.491,1,1,0,0.464734226768027,-0.0985573863858258
247.434,208.13,1,1,0,0.464694207457737,-0.098562654807257
249.004,200.664,1,1,0,0.464694207457737,-0.098562654807257
249.977,198.39,1,1,0,0.450199376747374,-0.100466813595787
250.814,208.034,1,1,0,0.464734226768027,-0.0985573863858258
253.545,215.389,1,1,0,0.454483234700795,-0.0999048891417068
256.788,192.156,1,1,0,0.356668685328751,-0.112648870424098
257.962,208.085,1,1,0,0.457983045087288,-0.099445288847146
