"x1","x2","true_label","db_label","km_label","disco_db","disco_km"
1.06854792235733,-0.00023103839132289,0,1,0,0.684573985809986,-0.41953083530334
0.971542821289814,0.0590950606609138,0,1,0,0.715123507665988,-0.435361537910003
1.01726743881337,0.0441060779777253,0,1,0,0.715703291326008,-0.434955787559933
1.02964329178887,0.0999649791943856,0,1,0,0.715878243242112,-0.434833236297095
1.01665906972018,0.0769144805421795,0,1,0,0.715878243242112,-0.434833236297095
0.989141959550259,0.102333037667607,0,1,0,0.715703291326008,-0.434955787559933
1.06758474474296,0.150288392466533,0,1,0,0.715767448240845,-0.434910852749728
0.984395164665032,0.196703528113441,0,1,0,0.713182326654686,-0.436715804303113
1.08672906670355,0.105557626016939,0,1,0,0.713053385671333,-0.436805530026546
0.978913709168889,0.186949451053209,0,1,0,0.713949775096058,-0.436181170526379
1.04309786942222,0.205738293720793,0,1,0,0.715530095427508,-0.435077056418571
1.08755693327202,0.191909909348296,0,1,0,0.69597390810717,-0.428387861187452
0.898719267942042,0.198605333014429,0,1,0,0.708136121227706,-0.437531557286839
0.948730116875489,0.239142783598853,0,1,0,0.713949775096058,-0.436181170526379
0.950082795221015,0.320255519645892,0,1,0,0.713527118775452,-0.436475734485143
0.98220037536079,0.29020542968872,0,1,0,0.711510484861261,-0.437876969913722
0.929421710450867,0.291745339262579,0,1,0,0.708136121227706,-0.437531557286839
0.80362360305903,0.358981574684706,0,1,0,0.677719755938879,-0.414287304078319
0.806818757124027,0.308640126414317,0,1,0,0.62242652154849,-0.373421074687654
0.986830592558347,0.442269915007885,0,1,0,0.628322268981885,-0.377668476334754
0.897066473516135,0.385073483270299,0,1,0,0.711304501602848,-0.43801970292709
0.814500861626943,0.437904770766964,0,1,0,0.712766677229071,-0.43760582139476
0.885736624034568,0.449953260322383,0,1,0,0.714198905702789,-0.436609744695695
0.945434868460775,0.46614663522979,0,1,0,0.697272728834048,-0.429412692890517
0.969436162954709,0.57517626942128,0,1,0,0.609353061745775,-0.364181005348326
0.842739560768073,0.461773796208425,0,1,0,0.711450775301404,-0.438053461073277
0.840601875942473,0.578423121811002,0,1,0,0.715411543974367,-0.435763624595
0.754130118829593,0.540605991723797,0,1,0,0.711314063401793,-0.438021473597521
0.853741637773905,0.514905155865671,0,1,0,0.714198905702789,-0.436609744695695
0.786816227220353,0.570617917251339,0,1,0,0.715411543974367,-0.435763624595
0.829303681484788,0.62853014656421,0,1,0,0.714386046541876,-0.436479332537594
0.829129710893413,0.586788279542226,0,1,0,0.715528624705774,-0.435681796790832
0.832646773714632,0.586062449513234,0,1,0,0.715528624705774,-0.435681796790832
0.737101894659889,0.64862942217272,0,1,0,0.713801941985479,-0.440352459502851
0.779111379310964,0.706460768241185,0,1,0,0.67466000260058,-0.411970654106467
0.653993476161523,0.66910564168325,0,1,1,0.713799322567987,0.435721589231766
0.686272356245817,0.618875786004234,0,1,1,0.712706590640074,0.434730127692998
0.668278811618249,0.63803592905447,0,1,1,0.714761412546278,0.436850749698823
0.57512670350644,0.679779892435648,0,1,1,0.699162869834944,0.426997619766941
0.682346783411504,0.706354918159212,0,1,1,0.714761412546278,0.436850749698823
0.675241622407037,0.745823917660904,0,1,1,0.715004256784151,0.437135970696991
0.630994273433095,0.794273095914416,0,1,1,0.715004256784151,0.437135970696991
0.670772218511893,0.752532078672574,0,1,1,0.715159833423793,0.437318695742636
0.580064400174014,0.73173948861159,0,1,1,0.711760271624043,0.433982258673761
0.531247159638096,0.830609278797902,0,1,1,0.718850612793246,0.445422382584406
